,carat,depth,table,x,y,z,cut,color,clarity,city,x/y,td,ad
5802,1.02,62.5,58.0,6.54,6.39,4.04,4.0,5.0,8.0,1.0401381096245144,1.023474178403756,0.928,0.00604143629248569
5803,0.74,60.8,58.0,5.79,5.85,3.54,3.0,1.0,4.0,1.0401381096245144,0.9897435897435898,0.9539473684210527,0.006171546817312456
5804,0.76,61.2,57.0,5.85,5.9,3.59,5.0,4.0,3.0,1.0332326283987916,0.9915254237288135,0.9313725490196078,0.006133540905270286
5805,0.56,62.0,56.0,5.25,5.3,3.27,3.0,7.0,7.0,1.0051791109192922,0.9905660377358491,0.9032258064516129,0.006154674667743736
5806,2.01,60.8,60.0,8.12,8.15,4.95,3.0,2.0,3.0,1.0310746655157532,0.9963190184049079,0.986842105263158,0.006135885128903957
5807,1.04,60.8,58.0,6.5,6.53,3.96,3.0,7.0,5.0,1.0017263703064307,0.9954058192955589,0.9539473684210527,0.006187448760189955
5808,0.39,60.9,59.0,4.74,4.69,2.87,4.0,4.0,4.0,1.0561070349589987,1.0106609808102345,0.9688013136288999,0.006112678098753981
5809,1.51,62.1,58.0,7.34,7.31,4.54,5.0,4.0,6.0,1.0548122572291756,1.0041039671682628,0.9339774557165861,0.006198800473814962
5810,1.02,62.5,58.0,6.39,6.54,4.04,3.0,5.0,8.0,1.0358221838584376,0.9770642201834862,0.928,0.00604143629248569
5811,0.7,61.8,59.0,5.63,5.67,3.49,3.0,6.0,4.0,1.0310746655157532,0.9929453262786596,0.9546925566343043,0.006283203984154513
5812,1.28,62.2,56.0,6.96,6.9,4.31,5.0,4.0,3.0,1.0401381096245144,1.008695652173913,0.9003215434083601,0.006184069604795438
5813,1.01,59.1,65.32022009079506,6.56,6.44,3.84,1.0,7.0,4.0,1.0,1.0186335403726707,1.0981290879508934,0.006225875656466192
5814,2.21,61.6,57.0,8.38,8.43,5.18,5.0,2.0,3.0,1.0017263703064307,0.9940688018979835,0.9253246753246753,0.006039360034213057
5815,1.52,61.9,57.0,7.33,7.37,4.55,5.0,1.0,3.0,1.0,0.994572591587517,0.9208400646203554,0.006183875378149573
5816,0.39,62.9,58.0,4.62,4.66,2.92,3.0,7.0,6.0,1.0332326283987916,0.9914163090128755,0.9220985691573927,0.006203743930829592
5817,0.34,62.2,55.0,4.52,4.49,2.8,5.0,6.0,5.0,1.0401381096245144,1.0066815144766146,0.8842443729903536,0.0059832356775416096
5818,0.41,61.4,56.0,4.77,4.8,2.94,5.0,7.0,3.0,1.0310746655157532,0.9937499999999999,0.9120521172638437,0.0060908360548971524
5819,1.52,61.2,60.0,7.4,7.37,4.52,4.0,4.0,5.0,1.0388433318946915,1.0040705563093624,0.9803921568627451,0.0061660344317853236
5820,0.91,63.8,59.0,6.04,6.09,3.87,2.0,5.0,2.0,1.0561070349589987,0.9917898193760263,0.9247648902821317,0.006392580358177261
5821,1.13,62.1,54.0,6.67,6.71,4.16,5.0,5.0,6.0,1.0017263703064307,0.9940387481371088,0.8695652173913043,0.006069274201601481
5822,1.2,62.0,58.0,6.84,6.77,4.22,4.0,7.0,2.0,1.0017263703064307,1.0103397341211227,0.9354838709677419,0.00614078687306097
5823,0.32,60.5,56.0,4.42,4.44,2.68,5.0,4.0,5.0,1.048769961156668,0.9954954954954954,0.9256198347107438,0.006084290544343222
5824,1.5,62.7,58.0,7.28,7.23,4.55,4.0,4.0,3.0,1.0388433318946915,1.0069156293222683,0.9250398724082934,0.006263400545467026
5825,0.51,59.0,59.0,5.25,5.28,3.11,5.0,4.0,5.0,1.0332326283987916,0.9943181818181818,1.0,0.005915841928703664
5826,1.07,62.1,57.0,6.5,6.55,4.05,5.0,3.0,3.0,1.0401381096245144,0.9923664122137404,0.9178743961352657,0.006205461676199591
5827,0.5,62.3,60.0,5.09,5.05,3.16,4.0,6.0,4.0,1.0358221838584376,1.007920792079208,0.9630818619582665,0.006155647769894993
5828,1.71,62.2,56.0,7.74,7.7,4.8,5.0,3.0,3.0,1.0699179974104445,1.0051948051948052,0.9003215434083601,0.005977549582200745
5829,0.3,61.4,56.0,4.33,4.37,2.67,5.0,6.0,7.0,1.0,0.9908466819221968,0.9120521172638437,0.005938006382050499
5830,0.3,63.4,56.0,4.26,4.29,2.71,2.0,7.0,2.0,1.0310746655157532,0.9930069930069929,0.8832807570977919,0.006057383532566736
5831,1.07,61.5,57.0,6.59,6.54,4.04,5.0,4.0,8.0,1.0388433318946915,1.007645259938838,0.926829268292683,0.006145245672678808
5832,0.52,60.3,57.0,5.21,5.23,3.15,5.0,3.0,4.0,1.0358221838584376,0.9961759082217972,0.945273631840796,0.006058336302791921
5833,0.8,62.9,61.0,5.84,5.77,3.65,4.0,2.0,4.0,1.0388433318946915,1.0121317157712306,0.9697933227344993,0.0065044182887330805
5834,0.53,62.2,56.0,5.18,5.21,3.23,5.0,7.0,6.0,1.0561070349589987,0.9942418426103646,0.9003215434083601,0.006080031988769058
5835,0.5,57.9,62.0,5.21,5.18,3.01,2.0,5.0,3.0,1.0548122572291756,1.005791505791506,1.0708117443868739,0.006155112932904173
5836,0.26,61.6,57.0,4.08,4.1,2.52,5.0,5.0,6.0,1.0017263703064307,0.9951219512195123,0.9253246753246753,0.006167778764622381
5837,1.01,61.5,62.0,6.37,6.41,3.93,3.0,2.0,2.0,1.0017263703064307,0.9937597503900156,1.008130081300813,0.0062940669986980185
5838,1.12,62.0,57.0,6.69,6.64,4.13,5.0,3.0,3.0,1.0358221838584376,1.0075301204819278,0.9193548387096774,0.006104832799313085
5839,1.22,60.7,57.0,6.93,6.94,4.21,5.0,4.0,5.0,1.0360379801467414,0.9985590778097981,0.9390444810543657,0.006025388160691096
5840,0.7,59.9,57.0,5.75,5.8,3.46,2.0,6.0,2.0,1.0051791109192922,0.9913793103448276,0.9515859766277128,0.006066330996351534
5841,0.51,63.7,54.0,5.08,5.1,3.24,2.0,4.0,6.0,1.0332326283987916,0.9960784313725491,0.847723704866562,0.006075629435209488
5842,0.53,60.4,57.0,5.25,5.22,3.16,5.0,5.0,5.0,1.0699179974104445,1.0057471264367817,0.9437086092715232,0.006120106512948067
5843,0.5,62.3,58.0,5.08,5.07,3.16,4.0,7.0,3.0,1.0310746655157532,1.0019723865877712,0.9309791332263243,0.00614343475210307
5844,0.39,62.7,59.0,4.64,4.68,2.92,3.0,6.0,4.0,1.0358221838584376,0.9914529914529915,0.9409888357256778,0.006150606203747443
5845,0.24,61.7,56.0,3.98,4.02,2.46,3.0,4.0,7.0,1.0360379801467414,0.9900497512437811,0.9076175040518638,0.006097713418445219
5846,0.3,61.9,58.0,4.33,4.3,2.67,4.0,4.0,4.0,1.0,1.0069767441860467,0.9369951534733442,0.0060346716022234145
5847,0.39,61.6,59.0,4.67,4.71,2.89,4.0,1.0,5.0,1.0358221838584376,0.9915074309978769,0.9577922077922078,0.006135203557323166
5848,1.62,62.2,57.0,7.51,7.57,4.69,5.0,2.0,2.0,1.0358221838584376,0.9920739762219286,0.9163987138263665,0.006075840372266289
5849,0.4,63.1,59.0,4.64,4.68,2.94,2.0,5.0,5.0,1.0051791109192922,0.9914529914529915,0.9350237717908082,0.006265400354070306
5850,1.01,63.2,58.0,6.34,6.26,3.98,3.0,3.0,4.0,1.0360379801467414,1.012779552715655,0.9177215189873418,0.006394030603932272
5851,0.34,62.9,58.0,4.46,4.44,2.8,4.0,5.0,4.0,1.0401381096245144,1.0045045045045045,0.9220985691573927,0.006132012858470258
5852,0.37,59.7,56.0,4.71,4.67,2.8,5.0,3.0,3.0,1.0548122572291756,1.0085653104925054,0.9380234505862646,0.0060076677324593965
5853,0.72,60.4,59.0,5.8,5.83,3.51,3.0,5.0,2.0,1.0561070349589987,0.9948542024013721,0.9768211920529801,0.006066369111261759
5854,0.3,61.9,57.0,4.28,4.31,2.66,5.0,4.0,2.0,1.0332326283987916,0.9930394431554526,0.9208400646203554,0.006113903489343302
5855,0.74,63.5,56.0,5.75,5.8,3.67,2.0,6.0,4.0,1.048769961156668,0.9913793103448276,0.8818897637795275,0.006046023309870949
5856,2.05,61.8,60.0,8.14,8.19,5.05,3.0,3.0,4.0,1.0699179974104445,0.993894993894994,0.970873786407767,0.006089115000006088
5857,1.55,58.5,57.0,7.66,7.57,4.46,4.0,6.0,2.0,1.0388433318946915,1.011889035667107,0.9743589743589743,0.005993385189700231
5858,1.0,61.0,60.0,6.36,6.39,3.89,2.0,2.0,3.0,1.0358221838584376,0.995305164319249,0.9836065573770492,0.006325464531361893
5859,0.93,60.3,61.0,6.39,6.25,3.81,4.0,3.0,4.0,1.0358221838584376,1.0224,1.0116086235489221,0.006111912067329612
5860,0.23,64.8,58.0,3.83,3.85,2.49,2.0,7.0,7.0,1.0548122572291756,0.9948051948051948,0.8950617283950618,0.006264248612230619
5861,0.86,64.3,60.0,5.97,5.95,3.83,2.0,5.0,2.0,1.0561070349589987,1.0033613445378151,0.9331259720062208,0.006321328799176493
5862,0.38,60.4,59.0,4.7,4.71,2.84,4.0,7.0,7.0,1.0358221838584376,0.9978768577494692,0.9768211920529801,0.006044306676668404
5863,0.9,62.3,53.0,6.2,6.22,3.87,3.0,7.0,3.0,1.0699179974104445,0.9967845659163987,0.8507223113964687,0.006030446518382007
5864,0.6,60.0,58.0,5.5,5.56,3.32,3.0,6.0,5.0,1.0358221838584376,0.9892086330935252,0.9666666666666667,0.005909839488759486
5865,0.43,62.6,58.0,4.82,4.79,3.01,4.0,7.0,2.0,1.0017263703064307,1.0062630480167014,0.926517571884984,0.0061875597872964455
5866,0.76,63.7,54.0,5.76,5.85,3.7,2.0,6.0,3.0,1.0388433318946915,0.9846153846153847,0.847723704866562,0.006095839429172762
5867,0.52,62.7,57.0,5.12,5.15,3.22,5.0,4.0,5.0,1.0548122572291756,0.9941747572815534,0.9090909090909091,0.006124494964722908
5868,0.71,62.1,55.0,5.67,5.73,3.55,5.0,2.0,3.0,1.0332326283987916,0.9895287958115182,0.8856682769726247,0.006155910751605923
5869,1.0,57.2,62.0,6.59,6.56,3.76,2.0,6.0,3.0,1.0332326283987916,1.0045731707317074,1.083916083916084,0.0061520931291061546
5870,0.4,61.7,57.0,4.74,4.7,2.91,5.0,6.0,7.0,1.0310746655157532,1.0085106382978724,0.9238249594813613,0.006170080109235097
5871,1.07,60.4,63.0,6.67,6.6,4.01,3.0,6.0,3.0,1.0358221838584376,1.0106060606060607,1.0430463576158941,0.006061353816403973
5872,0.7,62.5,58.0,5.63,5.67,3.53,5.0,6.0,4.0,1.0561070349589987,0.9929453262786596,0.928,0.006212006205297238
5873,0.96,66.76267857774427,61.0,6.15,6.04,4.07,1.0,4.0,2.0,1.0401381096245144,1.0182119205298015,0.9136841316060483,0.006349869053794106
5874,1.01,59.9,59.0,6.46,6.49,3.88,3.0,6.0,3.0,1.0401381096245144,0.9953775038520801,0.984974958263773,0.006208868093101448
5875,0.71,62.4,56.0,5.68,5.7,3.55,5.0,6.0,3.0,1.0017263703064307,0.9964912280701753,0.8974358974358975,0.00617741536940944
5876,0.85,58.5,60.0,6.23,6.21,3.64,4.0,7.0,2.0,1.0388433318946915,1.003220611916264,1.0256410256410255,0.006035842451502999
5877,0.5,61.4,57.0,5.08,5.11,3.12,5.0,3.0,7.0,1.0,0.9941291585127201,0.9283387622149837,0.006173490695117271
5878,0.71,60.8,60.0,5.75,5.69,3.48,4.0,6.0,3.0,1.0561070349589987,1.0105448154657293,0.986842105263158,0.006235897868289053
5879,1.23,61.5,54.0,6.89,6.92,4.25,5.0,4.0,4.0,1.0548122572291756,0.9956647398843931,0.8780487804878049,0.006070030384696812
5880,0.7,62.4,56.0,5.69,5.65,3.54,5.0,5.0,5.0,1.0561070349589987,1.0070796460176992,0.8974358974358975,0.006150834813268122
5881,0.31,61.4,59.0,4.34,4.39,2.68,4.0,4.0,8.0,1.0561070349589987,0.9886104783599089,0.9609120521172638,0.0060711735821381225
5882,0.43,62.4,60.0,4.79,4.82,3.0,4.0,7.0,3.0,1.0332326283987916,0.9937759336099584,0.9615384615384616,0.006208184986587433
5883,0.7,61.8,59.0,5.68,5.59,3.48,4.0,4.0,3.0,1.0360379801467414,1.0161001788908766,0.9546925566343043,0.006335175529975444
5884,1.57,62.8,57.0,7.39,7.36,4.63,5.0,2.0,2.0,1.0017263703064307,1.0040760869565217,0.9076433121019108,0.006234425056079646
5885,0.32,62.1,56.0,4.37,4.42,2.73,5.0,3.0,4.0,1.0401381096245144,0.9886877828054299,0.9017713365539453,0.006068531700928649
5886,0.42,61.3,57.0,4.81,4.79,2.94,5.0,6.0,3.0,1.0401381096245144,1.0041753653444676,0.9298531810766721,0.006200423736958183
5887,0.71,62.8,57.0,5.64,5.69,3.56,3.0,5.0,4.0,1.0699179974104445,0.9912126537785587,0.9076433121019108,0.006214654372084627
5888,0.31,62.3,54.0,4.37,4.4,2.73,5.0,2.0,7.0,1.0051791109192922,0.9931818181818182,0.8667736757624398,0.005905612312934967
5889,0.28,58.7,60.0,4.34,4.31,2.54,4.0,6.0,6.0,1.0017263703064307,1.0069605568445477,1.0221465076660987,0.0058932832482834355
5890,0.31,61.6,54.0,4.39,4.41,2.71,5.0,4.0,4.0,1.0548122572291756,0.9954648526077097,0.8766233766233766,0.005908663986458562
5891,0.71,60.9,56.0,5.8,5.83,3.54,3.0,5.0,2.0,1.0388433318946915,0.9948542024013721,0.9195402298850575,0.005931418103490046
5892,0.3,62.6,60.0,4.28,4.25,2.67,4.0,2.0,7.0,1.0699179974104445,1.0070588235294118,0.9584664536741214,0.006176995632864087
5893,0.51,62.2,57.0,5.11,5.14,3.19,3.0,7.0,4.0,1.0017263703064307,0.9941634241245138,0.9163987138263665,0.006086890287239875
5894,0.9,66.1,55.0,5.98,5.92,3.93,1.0,7.0,3.0,1.0388433318946915,1.0101351351351353,0.8320726172465961,0.006468849814352634
5895,0.5,60.6,65.32022009079506,5.06,5.1,3.08,3.0,4.0,6.0,1.0561070349589987,0.9921568627450981,1.0778914206401824,0.006290694502738214
5896,0.25,62.7,56.0,4.01,4.04,2.52,5.0,4.0,5.0,1.0310746655157532,0.9925742574257426,0.8931419457735247,0.006123697514033555
5897,0.7,61.1,58.0,5.78,5.7,3.51,4.0,6.0,4.0,1.0332326283987916,1.0140350877192983,0.9492635024549918,0.006053244686159151
5898,1.04,65.8,58.0,6.32,6.25,4.13,1.0,7.0,2.0,1.0401381096245144,1.0112,0.8814589665653496,0.006375088117203544
5899,1.06,61.3,60.0,6.53,6.55,4.01,3.0,4.0,3.0,1.0310746655157532,0.9969465648854963,0.9787928221859706,0.006180263776573203
5900,0.41,61.6,57.0,4.78,4.76,2.94,5.0,2.0,6.0,1.0561070349589987,1.0042016806722691,0.9253246753246753,0.006129170137869852
5901,0.7,63.1,54.0,5.64,5.67,3.57,3.0,5.0,3.0,1.0360379801467414,0.9947089947089947,0.8557844690966719,0.006131513107826092
5902,0.26,61.8,57.0,4.06,4.1,2.52,3.0,4.0,7.0,1.0358221838584376,0.9902439024390244,0.9223300970873787,0.0061981619112461365
5903,1.01,62.1,57.0,6.46,6.42,4.0,5.0,5.0,4.0,1.048769961156668,1.0062305295950156,0.9178743961352657,0.00608826905085694
5904,0.7,62.6,59.0,5.6,5.64,3.52,3.0,5.0,6.0,1.048769961156668,0.9929078014184397,0.9424920127795527,0.006296341070277241
5905,1.04,59.5,58.0,6.67,6.58,3.94,4.0,3.0,3.0,1.0401381096245144,1.013677811550152,0.9747899159663865,0.006014304189765548
5906,0.31,63.1,55.0,4.34,4.28,2.72,3.0,5.0,3.0,1.0,1.014018691588785,0.8716323296354992,0.006135631822822587
5907,0.31,61.8,57.0,4.32,4.35,2.68,5.0,3.0,7.0,1.0388433318946915,0.9931034482758622,0.9223300970873787,0.006155366208548573
5908,1.59,65.2,58.0,7.28,7.24,4.73,1.0,2.0,2.0,1.0401381096245144,1.0055248618784531,0.8895705521472392,0.0063777286570553945
5909,1.01,60.0,60.0,6.45,6.49,3.88,3.0,6.0,3.0,1.0332326283987916,0.9938366718027735,1.0,0.006218494245183776
5910,0.34,61.3,57.0,4.52,4.49,2.76,4.0,2.0,6.0,1.0388433318946915,1.0066815144766146,0.9298531810766721,0.006069949238085691
5911,0.53,62.3,56.0,5.17,5.14,3.21,5.0,7.0,4.0,1.0310746655157532,1.0058365758754864,0.8988764044943821,0.006213226345795964
5912,0.27,59.6,61.0,4.26,4.23,2.53,4.0,7.0,4.0,1.0699179974104445,1.0070921985815602,1.023489932885906,0.005922339181840688
5913,0.32,58.8,62.0,4.48,4.43,2.62,4.0,5.0,4.0,1.0360379801467414,1.0112866817155757,1.054421768707483,0.006154133977958354
5914,0.56,61.3,54.0,5.37,5.34,3.28,5.0,5.0,4.0,1.0401381096245144,1.00561797752809,0.8809135399673736,0.0059538603044055685
5915,0.35,62.4,58.0,4.47,4.54,2.81,4.0,3.0,3.0,1.0401381096245144,0.9845814977973568,0.9294871794871795,0.006137596711426581
5916,0.7,63.3,57.0,5.59,5.63,3.55,3.0,4.0,7.0,1.0401381096245144,0.9928952042628775,0.9004739336492892,0.0062654098314215406
5917,0.79,60.1,60.0,6.04,5.98,3.61,4.0,3.0,3.0,1.0310746655157532,1.0100334448160535,0.9983361064891847,0.006058732338948618
5918,0.37,62.3,59.0,4.57,4.61,2.86,3.0,5.0,3.0,1.0561070349589987,0.9913232104121475,0.9470304975922954,0.006140709682149896
5919,0.6,63.2,60.0,5.32,5.28,3.35,3.0,6.0,2.0,1.0017263703064307,1.0075757575757576,0.9493670886075949,0.006376184695116352
5920,0.54,61.8,56.0,5.25,5.23,3.24,5.0,7.0,4.0,1.0358221838584376,1.0038240917782026,0.9061488673139159,0.006069986949528058
5921,0.23,62.3,55.0,3.93,3.96,2.46,3.0,5.0,7.0,1.0360379801467414,0.9924242424242424,0.882825040128411,0.0060076551108637
5922,0.61,62.4,57.0,5.46,5.44,3.4,4.0,7.0,5.0,1.0360379801467414,1.0036764705882353,0.9134615384615384,0.00604031205242278
5923,1.27,62.7,58.0,6.88,6.91,4.32,3.0,1.0,4.0,1.0,0.9956584659913169,0.9250398724082934,0.0061837722857310245
5924,1.0,61.4,61.0,6.36,6.41,3.92,3.0,6.0,2.0,1.0051791109192922,0.9921996879875196,0.993485342019544,0.006257470167886423
5925,1.33,61.0,59.0,7.1,7.06,4.32,4.0,3.0,2.0,1.0561070349589987,1.0056657223796035,0.9672131147540983,0.00614192974445139
5926,0.51,63.9,54.0,5.05,5.09,3.24,2.0,6.0,3.0,1.0548122572291756,0.9921414538310412,0.8450704225352113,0.006123729596273313
5927,0.52,62.6,55.0,5.14,5.12,3.21,5.0,7.0,4.0,1.0548122572291756,1.00390625,0.8785942492012779,0.006155526867643672
5928,0.56,62.8,56.0,5.28,5.23,3.3,5.0,3.0,5.0,1.0358221838584376,1.0095602294455066,0.89171974522293,0.006145234721629646
5929,1.2,60.9,55.0,6.9,6.93,4.21,3.0,4.0,8.0,1.0561070349589987,0.9956709956709958,0.90311986863711,0.005960968472586772
5930,0.69,61.2,58.0,5.73,5.7,3.5,4.0,5.0,3.0,1.0358221838584376,1.0052631578947369,0.9477124183006536,0.006036032489600965
5931,0.91,62.2,57.0,6.17,6.12,3.82,4.0,4.0,3.0,1.0360379801467414,1.0081699346405228,0.9163987138263665,0.006308722770096666
5932,0.31,62.4,56.0,4.35,4.31,2.7,5.0,7.0,3.0,1.0561070349589987,1.0092807424593968,0.8974358974358975,0.006123946705859926
5933,0.23,59.0,61.0,4.04,4.06,2.39,3.0,7.0,5.0,1.0548122572291756,0.9950738916256159,1.0338983050847457,0.005867087110632039
5934,0.31,59.4,59.0,4.44,4.41,2.63,4.0,2.0,6.0,1.0310746655157532,1.0068027210884354,0.9932659932659933,0.006019832201255341
5935,0.3,60.7,57.0,4.36,4.41,2.66,5.0,6.0,6.0,1.0358221838584376,0.9886621315192744,0.9390444810543657,0.005865628309680772
5936,0.37,61.4,55.0,4.63,4.68,2.86,5.0,4.0,3.0,1.0401381096245144,0.9893162393162394,0.8957654723127036,0.005970474486839333
5937,0.7,59.7,63.0,5.76,5.79,3.45,2.0,5.0,5.0,1.0,0.9948186528497409,1.0552763819095476,0.006083841594842571
5938,1.75,62.0,55.0,7.7,7.73,4.78,5.0,1.0,6.0,1.0561070349589987,0.9961190168175937,0.8870967741935484,0.006150917938389453
5939,1.54,61.1,56.0,7.54,7.48,4.59,4.0,4.0,5.0,1.0358221838584376,1.0080213903743316,0.9165302782324058,0.005948878398466754
5940,1.52,61.4,57.0,7.4,7.43,4.55,5.0,2.0,3.0,1.0358221838584376,0.9959623149394348,0.9283387622149837,0.006075914555053183
5941,0.32,63.1,56.0,4.37,4.34,2.75,3.0,3.0,2.0,1.048769961156668,1.0069124423963134,0.8874801901743264,0.006135445716164694
5942,0.27,62.1,54.0,4.16,4.18,2.59,5.0,2.0,5.0,1.0,0.9952153110047848,0.8695652173913043,0.00599507178454547
5943,1.76,62.4,58.0,7.7,7.65,4.79,4.0,2.0,4.0,1.0358221838584376,1.0065359477124183,0.9294871794871795,0.006237707330670613
5944,0.52,62.0,57.0,5.13,5.16,3.19,5.0,5.0,5.0,1.0699179974104445,0.9941860465116279,0.9193548387096774,0.006158083790014459
5945,0.41,63.6,56.0,4.72,4.74,3.01,2.0,4.0,7.0,1.0332326283987916,0.9957805907172995,0.8805031446540881,0.006088313692730351
5946,0.33,61.9,55.0,4.42,4.44,2.74,5.0,3.0,8.0,1.0,0.9954954954954954,0.8885298869143781,0.00613702846420751
5947,1.51,63.8,57.0,7.24,7.18,4.6,2.0,2.0,4.0,1.0401381096245144,1.0083565459610029,0.8934169278996865,0.006314749179835359
5948,0.27,61.8,56.0,4.19,4.2,2.6,3.0,5.0,6.0,1.0699179974104445,0.9976190476190476,0.9061488673139159,0.005901020220829289
5949,0.71,60.5,59.0,5.78,5.75,3.49,4.0,6.0,2.0,1.0561070349589987,1.0052173913043478,0.9752066115702479,0.00612120943028352
5950,0.32,61.7,56.0,4.37,4.42,2.71,5.0,5.0,7.0,1.0358221838584376,0.9886877828054299,0.9076175040518638,0.0061133179127436195
5951,1.54,61.8,59.0,7.35,7.4,4.56,4.0,3.0,4.0,1.0,0.9932432432432432,0.9546925566343043,0.0062092167355325256
5952,0.25,56.71551200438401,64.0,4.21,4.23,2.33,1.0,6.0,5.0,1.048769961156668,0.995271867612293,1.0981290879508934,0.006025063444520576
5953,0.5,61.7,65.32022009079506,5.09,5.03,3.12,1.0,6.0,3.0,1.0,1.0119284294234592,1.0586745557665325,0.00625935585920275
5954,0.35,62.6,58.0,4.49,4.52,2.82,3.0,3.0,5.0,1.0017263703064307,0.9933628318584072,0.926517571884984,0.0061155308343666835
5955,1.0,60.3,58.0,6.44,6.49,3.9,3.0,7.0,3.0,1.0401381096245144,0.9922958397534669,0.9618573797678276,0.006134862435525663
5956,1.11,61.1,57.0,6.64,6.72,4.08,5.0,6.0,3.0,1.0401381096245144,0.9880952380952381,0.9328968903436988,0.006097130117107085
5957,0.55,58.1,62.0,5.46,5.38,3.15,4.0,6.0,4.0,1.048769961156668,1.0148698884758365,1.0671256454388984,0.00594397832847116
5958,0.8,59.6,59.0,6.09,6.0,3.6,4.0,4.0,4.0,1.0358221838584376,1.015,0.9899328859060402,0.006081615277017576
5959,0.9,61.8,57.0,6.16,6.23,3.83,3.0,5.0,4.0,1.0,0.9887640449438202,0.9223300970873787,0.006123151100918075
5960,0.32,61.3,57.0,4.42,4.46,2.72,5.0,5.0,8.0,1.0561070349589987,0.9910313901345291,0.9298531810766721,0.005967933101857101
5961,0.56,59.6,57.0,5.37,5.39,3.21,5.0,4.0,4.0,1.0401381096245144,0.9962894248608535,0.9563758389261745,0.006027260243309949
5962,0.4,62.2,54.0,4.73,4.76,2.95,5.0,4.0,7.0,1.0699179974104445,0.9936974789915968,0.8681672025723473,0.00602240394491548
5963,1.04,62.3,59.0,6.39,6.48,4.01,3.0,7.0,5.0,1.0310746655157532,0.986111111111111,0.9470304975922954,0.006263442612580201
5964,2.01,59.8,57.0,8.17,8.13,4.87,4.0,1.0,3.0,1.0358221838584376,1.004920049200492,0.9531772575250836,0.0062137602719601484
5965,1.2,63.1,57.0,6.73,6.77,4.26,2.0,4.0,2.0,1.0388433318946915,0.9940915805022158,0.9033280507131537,0.006182553939459999
5966,1.51,62.4,59.0,7.28,7.25,4.53,4.0,4.0,5.0,1.0561070349589987,1.004137931034483,0.9455128205128205,0.006315523556902867
5967,0.37,61.5,56.0,4.62,4.59,2.83,5.0,6.0,4.0,1.0388433318946915,1.0065359477124183,0.9105691056910569,0.0061653910472589885
5968,1.02,63.3,60.0,6.33,6.38,4.02,3.0,7.0,3.0,1.0051791109192922,0.9921630094043887,0.9478672985781991,0.006282749292654824
5969,1.5,60.5,57.0,7.39,7.43,4.48,3.0,4.0,4.0,1.0699179974104445,0.9946164199192463,0.9421487603305785,0.006097895715381059
5970,1.16,62.3,55.0,6.73,6.79,4.21,5.0,4.0,8.0,1.0561070349589987,0.9911634756995582,0.882825040128411,0.0060296354398725865
5971,0.31,61.3,57.0,4.37,4.4,2.69,5.0,7.0,4.0,1.0332326283987916,0.9931818181818182,0.9298531810766721,0.0059934281094098365
5972,1.27,59.2,64.0,7.06,6.99,4.16,2.0,5.0,1.0,1.0401381096245144,1.0100143061516451,1.081081081081081,0.006186264909775227
5973,0.72,61.1,60.0,5.74,5.69,3.49,4.0,7.0,4.0,1.0358221838584376,1.0087873462214412,0.9819967266775778,0.006316593232468685
5974,0.31,63.4,56.0,4.32,4.29,2.73,3.0,5.0,4.0,1.0401381096245144,1.006993006993007,0.8832807570977919,0.00612714287927963
5975,1.0,61.4,58.0,6.4,6.34,3.91,4.0,7.0,3.0,1.048769961156668,1.0094637223974765,0.9446254071661238,0.006303097291584306
5976,0.73,58.9,60.0,5.9,5.81,3.45,4.0,5.0,4.0,1.0561070349589987,1.0154905335628228,1.0186757215619695,0.00617270640621228
5977,0.34,61.9,59.0,4.44,4.48,2.76,4.0,6.0,3.0,1.0051791109192922,0.9910714285714286,0.9531502423263328,0.00619311081267603
5978,0.7,62.1,56.0,5.63,5.71,3.52,5.0,4.0,6.0,1.0332326283987916,0.9859894921190893,0.9017713365539453,0.006186013642316348
5979,0.38,60.4,55.0,4.71,4.76,2.86,5.0,5.0,4.0,1.0360379801467414,0.9894957983193278,0.9105960264900662,0.005926382846577677
5980,2.26,61.5,57.0,8.36,8.44,5.17,5.0,2.0,2.0,1.0401381096245144,0.990521327014218,0.926829268292683,0.006195397440338104
5981,0.53,62.1,58.0,5.21,5.16,3.22,4.0,5.0,4.0,1.0699179974104445,1.0096899224806202,0.9339774557165861,0.006122553277534462
5982,0.7,60.9,58.0,5.68,5.74,3.48,3.0,3.0,2.0,1.0358221838584376,0.989547038327526,0.9523809523809524,0.006169622162467374
5983,1.21,60.9,60.0,6.82,6.78,4.14,4.0,1.0,2.0,1.0358221838584376,1.0058997050147493,0.9852216748768473,0.00632078416337871
5984,1.52,61.4,58.0,7.42,7.37,4.54,4.0,5.0,4.0,1.0401381096245144,1.0067842605156039,0.9446254071661238,0.00612232446163944
5985,0.72,62.5,56.0,5.7,5.72,3.57,3.0,2.0,6.0,1.0017263703064307,0.9965034965034966,0.896,0.006185764699696589
5986,0.52,61.3,56.0,5.2,5.24,3.2,3.0,5.0,3.0,1.0332326283987916,0.9923664122137404,0.9135399673735727,0.0059637404580152676
5987,0.43,62.2,57.0,4.8,4.84,3.0,5.0,6.0,4.0,1.0699179974104445,0.9917355371900827,0.9163987138263665,0.006169651056014693
5988,1.76,62.0,58.0,7.76,7.72,4.8,4.0,2.0,2.0,1.0548122572291756,1.005181347150259,0.9354838709677419,0.006120577604472696
